"Imagename","Anomaly Score"
"Image3217","1"
"Image3218","1"
"Image3219","0"
"Image3220","0"
"Image3221","1"
"Image3222","1"
"Image3223","0"
"Image3224","0"
"Image3225","1"
"Image3226","1"
"Image3227","0"
"Image3228","0"
"Image3229","0"
"Image3230","1"
"Image3231","0"
"Image3232","1"
"Image3233","0"
"Image3234","0"
"Image3235","1"
"Image3236","0"
"Image3237","0"
"Image3238","1"
"Image3239","0"
"Image3240","0"
"Image3241","0"
"Image3242","0"
"Image3243","1"
"Image3244","0"
"Image3245","1"
"Image3246","0"
"Image3247","0"
"Image3248","0"
"Image3249","0"
"Image3250","1"
"Image3251","0"
"Image3252","0"
"Image3253","0"
"Image3254","0"
"Image3255","0"
"Image3256","0"
"Image3257","0"
"Image3258","0"
"Image3259","0"
"Image3260","0"
"Image3261","0"
"Image3262","0"
"Image3263","0"
"Image3264","0"
"Image3265","0"
"Image3266","0"
"Image3267","0"
"Image3268","1"
"Image3269","0"
"Image3270","0"
"Image3271","0"
"Image3272","0"
"Image3273","0"
"Image3274","0"
"Image3275","1"
"Image3276","0"
"Image3277","0"
"Image3278","0"
"Image3279","1"
"Image3280","0"
"Image3281","0"
"Image3282","0"
"Image3283","1"
"Image3284","0"
"Image3285","0"
"Image3286","0"
"Image3287","0"
"Image3288","0"
"Image3289","1"
"Image3290","0"
"Image3291","0"
"Image3292","1"
"Image3293","0"
"Image3294","0"
"Image3295","1"
"Image3296","0"
"Image3297","0"
"Image3298","0"
"Image3299","0"
"Image3300","1"
"Image3301","0"
"Image3302","0"
"Image3303","1"
"Image3304","0"
"Image3305","1"
"Image3306","0"
"Image3307","0"
"Image3308","0"
"Image3309","1"
"Image3310","0"
"Image3311","0"
"Image3312","0"
"Image3313","1"
"Image3314","0"
"Image3315","0"
"Image3316","0"
"Image3317","0"
"Image3318","0"
"Image3319","0"
"Image3320","0"
"Image3321","0"
"Image3322","0"
"Image3323","0"
"Image3324","0"
"Image3325","0"
"Image3326","1"
"Image3327","0"
"Image3328","0"
"Image3329","0"
"Image3330","0"
"Image3331","0"
"Image3332","0"
"Image3333","0"
"Image3334","0"
"Image3335","0"
"Image3336","0"
"Image3337","0"
"Image3338","0"
"Image3339","0"
"Image3340","0"
"Image3341","0"
"Image3342","0"
"Image3343","1"
"Image3344","0"
"Image3345","1"
"Image3346","0"
"Image3347","0"
"Image3348","0"
"Image3349","0"
"Image3350","0"
"Image3351","0"
"Image3352","0"
"Image3353","0"
"Image3354","1"
"Image3355","0"
"Image3356","0"
"Image3357","1"
"Image3358","0"
"Image3359","1"
"Image3360","0"
"Image3361","1"
"Image3362","0"
"Image3363","0"
"Image3364","0"
"Image3365","0"
"Image3366","1"
"Image3367","0"
"Image3368","0"
"Image3369","1"
"Image3370","0"
"Image3371","1"
"Image3372","0"
"Image3373","0"
"Image3374","0"
"Image3375","0"
"Image3376","0"
"Image3377","0"
"Image3378","0"
"Image3379","0"
"Image3380","0"
"Image3381","0"
"Image3382","0"
"Image3383","1"
"Image3384","0"
"Image3385","0"
"Image3386","0"
"Image3387","0"
"Image3388","0"
"Image3389","1"
"Image3390","1"
"Image3391","0"
"Image3392","1"
"Image3393","0"
"Image3394","0"
"Image3395","0"
"Image3396","1"
"Image3397","0"
"Image3398","0"
"Image3399","0"
"Image3400","0"
"Image3401","0"
"Image3402","0"
"Image3403","0"
"Image3404","0"
"Image3405","0"
"Image3406","0"
"Image3407","0"
"Image3408","0"
"Image3409","0"
"Image3410","1"
"Image3411","1"
"Image3412","0"
"Image3413","0"
"Image3414","0"
"Image3415","0"
"Image3416","0"
"Image3417","0"
"Image3418","0"
"Image3419","0"
"Image3420","1"
"Image3421","1"
"Image3422","0"
"Image3423","0"
"Image3424","0"
"Image3425","0"
"Image3426","0"
"Image3427","0"
"Image3428","1"
"Image3429","1"
"Image3430","0"
"Image3431","0"
"Image3432","0"
"Image3433","0"
"Image3434","1"
"Image3435","0"
"Image3436","1"
"Image3437","0"
"Image3438","0"
"Image3439","0"
"Image3440","0"
"Image3441","0"
"Image3442","0"
"Image3443","0"
"Image3444","0"
"Image3445","0"
"Image3446","1"
"Image3447","0"
"Image3448","0"
"Image3449","0"
"Image3450","0"
"Image3451","0"
"Image3452","0"
"Image3453","0"
"Image3454","0"
"Image3455","1"
"Image3456","0"
"Image3457","0"
"Image3458","0"
"Image3459","0"
"Image3460","1"
"Image3461","0"
"Image3462","0"
"Image3463","0"
"Image3464","0"
"Image3465","1"
"Image3466","0"
"Image3467","0"
"Image3468","0"
"Image3469","1"
"Image3470","0"
"Image3471","1"
"Image3472","1"
"Image3473","0"
"Image3474","1"
"Image3475","0"
"Image3476","0"
"Image3477","0"
"Image3478","0"
"Image3479","1"
"Image3480","1"
"Image3481","1"
"Image3482","0"
"Image3483","0"
"Image3484","1"
"Image3485","1"
"Image3486","0"
"Image3487","0"
"Image3488","0"
"Image3489","0"
"Image3490","0"
"Image3491","0"
"Image3492","0"
"Image3493","0"
"Image3494","0"
"Image3495","1"
"Image3496","0"
"Image3497","0"
"Image3498","0"
"Image3499","0"
"Image3500","0"
"Image3501","1"
"Image3502","1"
"Image3503","0"
"Image3504","0"
"Image3505","0"
"Image3506","1"
"Image3507","0"
"Image3508","0"
"Image3509","0"
"Image3510","1"
"Image3511","0"
"Image3512","0"
"Image3513","0"
"Image3514","0"
"Image3515","0"
"Image3516","0"
"Image3517","1"
"Image3518","1"
"Image3519","1"
"Image3520","0"
"Image3521","0"
"Image3522","0"
"Image3523","0"
"Image3524","0"
"Image3525","0"
"Image3526","0"
"Image3527","0"
"Image3528","0"
"Image3529","0"
"Image3530","0"
"Image3531","0"
"Image3532","0"
"Image3533","0"
"Image3534","0"
"Image3535","1"
"Image3536","0"
"Image3537","0"
"Image3538","1"
"Image3539","0"
"Image3540","1"
"Image3541","0"
"Image3542","0"
"Image3543","0"
"Image3544","0"
"Image3545","1"
"Image3546","0"
"Image3547","0"
"Image3548","1"
"Image3549","0"
"Image3550","0"
"Image3551","0"
"Image3552","0"
"Image3553","0"
"Image3554","0"
"Image3555","0"
"Image3556","0"
"Image3557","1"
"Image3558","0"
"Image3559","0"
"Image3560","0"
"Image3561","0"
"Image3562","0"
"Image3563","0"
"Image3564","0"
"Image3565","0"
"Image3566","0"
"Image3567","0"
"Image3568","0"
"Image3569","0"
"Image3570","0"
"Image3571","0"
"Image3572","0"
"Image3573","0"
"Image3574","0"
"Image3575","0"
"Image3576","1"
"Image3577","0"
"Image3578","0"
"Image3579","0"
"Image3580","0"
"Image3581","0"
"Image3582","0"
"Image3583","1"
"Image3584","1"
"Image3585","0"
"Image3586","0"
"Image3587","1"
"Image3588","0"
"Image3589","0"
"Image3590","0"
"Image3591","0"
"Image3592","0"
"Image3593","0"
"Image3594","0"
"Image3595","0"
"Image3596","0"
"Image3597","0"
"Image3598","0"
"Image3599","1"
"Image3600","0"
"Image3601","1"
"Image3602","1"
"Image3603","0"
"Image3604","0"
"Image3605","0"
"Image3606","0"
"Image3607","0"
"Image3608","0"
"Image3609","0"
"Image3610","0"
"Image3611","0"
"Image3612","0"
"Image3613","0"
"Image3614","0"
"Image3615","0"
"Image3616","0"
"Image3617","0"
"Image3618","0"
"Image3619","0"
"Image3620","1"
"Image3621","0"
"Image3622","0"
"Image3623","0"
"Image3624","0"
"Image3625","1"
"Image3626","0"
"Image3627","1"
"Image3628","0"
"Image3629","1"
"Image3630","1"
"Image3631","0"
"Image3632","0"
"Image3633","0"
"Image3634","0"
"Image3635","0"
"Image3636","0"
"Image3637","1"
"Image3638","0"
"Image3639","0"
"Image3640","1"
"Image3641","1"
"Image3642","0"
"Image3643","0"
"Image3644","1"
"Image3645","0"
"Image3646","0"
"Image3647","0"
"Image3648","1"
"Image3649","0"
"Image3650","0"
"Image3651","0"
"Image3652","0"
"Image3653","1"
"Image3654","0"
"Image3655","0"
"Image3656","0"
"Image3657","0"
"Image3658","0"
"Image3659","0"
"Image3660","1"
"Image3661","0"
"Image3662","0"
"Image3663","0"
"Image3664","0"
"Image3665","0"
"Image3666","0"
"Image3667","0"
"Image3668","0"
"Image3669","0"
"Image3670","0"
"Image3671","0"
"Image3672","0"
"Image3673","1"
"Image3674","0"
"Image3675","0"
"Image3676","0"
"Image3677","0"
"Image3678","0"
"Image3679","0"
"Image3680","0"
"Image3681","1"
"Image3682","0"
"Image3683","1"
"Image3684","0"
"Image3685","0"
"Image3686","0"
"Image3687","0"
"Image3688","0"
"Image3689","1"
"Image3690","0"
"Image3691","0"
"Image3692","0"
"Image3693","0"
"Image3694","0"
"Image3695","0"
"Image3696","0"
"Image3697","1"
"Image3698","0"
"Image3699","0"
"Image3700","1"
"Image3701","0"
"Image3702","0"
"Image3703","1"
"Image3704","0"
"Image3705","0"
"Image3706","0"
"Image3707","1"
"Image3708","0"
"Image3709","0"
"Image3710","0"
"Image3711","0"
"Image3712","0"
"Image3713","0"
"Image3714","0"
"Image3715","0"
"Image3716","0"
"Image3717","0"
"Image3718","1"
"Image3719","0"
"Image3720","0"
"Image3721","1"
"Image3722","0"
"Image3723","0"
"Image3724","0"
"Image3725","0"
"Image3726","0"
"Image3727","0"
"Image3728","0"
"Image3729","0"
"Image3730","0"
"Image3731","0"
"Image3732","0"
"Image3733","0"
"Image3734","0"
"Image3735","0"
"Image3736","0"
"Image3737","0"
"Image3738","0"
"Image3739","0"
"Image3740","0"
"Image3741","0"
"Image3742","0"
"Image3743","0"
"Image3744","0"
"Image3745","0"
"Image3746","0"
"Image3747","0"
"Image3748","0"
"Image3749","1"
"Image3750","0"
"Image3751","0"
"Image3752","0"
"Image3753","0"
"Image3754","0"
"Image3755","1"
"Image3756","1"
"Image3757","1"
"Image3758","0"
"Image3759","0"
"Image3760","1"
"Image3761","0"
"Image3762","0"
"Image3763","0"
"Image3764","0"
"Image3765","0"
"Image3766","0"
"Image3767","0"
"Image3768","1"
"Image3769","0"
"Image3770","0"
"Image3771","0"
"Image3772","0"
"Image3773","1"
"Image3774","0"
"Image3775","0"
"Image3776","0"
"Image3777","0"
"Image3778","0"
"Image3779","0"
"Image3780","0"
"Image3781","0"
"Image3782","0"
"Image3783","1"
"Image3784","0"
"Image3785","0"
"Image3786","0"
"Image3787","0"
"Image3788","1"
"Image3789","0"
"Image3790","0"
"Image3791","0"
"Image3792","0"
"Image3793","0"
"Image3794","1"
"Image3795","0"
"Image3796","0"
"Image3797","0"
"Image3798","0"
"Image3799","0"
"Image3800","0"
"Image3801","0"
"Image3802","0"
"Image3803","1"
"Image3804","0"
"Image3805","0"
"Image3806","0"
"Image3807","0"
"Image3808","0"
"Image3809","0"
"Image3810","0"
"Image3811","1"
"Image3812","0"
"Image3813","0"
"Image3814","0"
"Image3815","0"
"Image3816","0"
"Image3817","0"
"Image3818","0"
"Image3819","0"
"Image3820","0"
"Image3821","0"
"Image3822","0"
"Image3823","0"
"Image3824","0"
"Image3825","0"
"Image3826","0"
"Image3827","0"
"Image3828","0"
"Image3829","0"
"Image3830","1"
"Image3831","0"
"Image3832","0"
"Image3833","1"
"Image3834","0"
"Image3835","0"
"Image3836","0"
"Image3837","0"
"Image3838","0"
"Image3839","0"
"Image3840","0"
"Image3841","0"
"Image3842","0"
"Image3843","0"
"Image3844","0"
"Image3845","0"
"Image3846","0"
"Image3847","0"
"Image3848","0"
"Image3849","0"
"Image3850","0"
"Image3851","0"
"Image3852","0"
"Image3853","1"
"Image3854","0"
"Image3855","0"
"Image3856","1"
"Image3857","0"
"Image3858","1"
"Image3859","0"
"Image3860","1"
"Image3861","0"
"Image3862","0"
"Image3863","1"
"Image3864","0"
"Image3865","0"
"Image3866","1"
"Image3867","0"
"Image3868","0"
"Image3869","0"
"Image3870","0"
"Image3871","0"
"Image3872","1"
"Image3873","1"
"Image3874","1"
"Image3875","0"
"Image3876","0"
"Image3877","1"
"Image3878","0"
"Image3879","0"
"Image3880","0"
"Image3881","1"
"Image3882","0"
"Image3883","1"
"Image3884","1"
"Image3885","0"
"Image3886","1"
"Image3887","0"
"Image3888","0"
"Image3889","0"
"Image3890","0"
"Image3891","1"
"Image3892","1"
"Image3893","1"
"Image3894","0"
"Image3895","0"
"Image3896","0"
"Image3897","0"
"Image3898","1"
"Image3899","0"
"Image3900","0"
"Image3901","0"
"Image3902","0"
"Image3903","0"
"Image3904","0"
"Image3905","0"
"Image3906","1"
"Image3907","0"
"Image3908","0"
"Image3909","1"
"Image3910","0"
"Image3911","0"
"Image3912","0"
"Image3913","0"
"Image3914","0"
"Image3915","0"
"Image3916","0"
"Image3917","0"
"Image3918","0"
"Image3919","0"
"Image3920","1"
"Image3921","0"
"Image3922","0"
"Image3923","1"
"Image3924","0"
"Image3925","1"
"Image3926","0"
"Image3927","1"
"Image3928","0"
"Image3929","0"
"Image3930","0"
"Image3931","0"
"Image3932","0"
"Image3933","0"
"Image3934","0"
"Image3935","0"
"Image3936","1"
"Image3937","0"
"Image3938","0"
"Image3939","0"
"Image3940","1"
"Image3941","1"
"Image3942","0"
"Image3943","0"
"Image3944","0"
"Image3945","0"
"Image3946","0"
"Image3947","0"
"Image3948","0"
"Image3949","0"
"Image3950","1"
"Image3951","0"
"Image3952","0"
"Image3953","0"
"Image3954","0"
"Image3955","0"
"Image3956","0"
"Image3957","0"
"Image3958","0"
"Image3959","0"
"Image3960","0"
"Image3961","1"
"Image3962","0"
"Image3963","0"
"Image3964","0"
"Image3965","0"
"Image3966","0"
"Image3967","0"
"Image3968","0"
"Image3969","0"
"Image3970","1"
"Image3971","0"
"Image3972","0"
"Image3973","0"
"Image3974","0"
"Image3975","0"
"Image3976","1"
"Image3977","0"
"Image3978","0"
"Image3979","0"
"Image3980","1"
"Image3981","0"
"Image3982","0"
"Image3983","0"
"Image3984","0"
"Image3985","0"
"Image3986","0"
"Image3987","0"
"Image3988","0"
"Image3989","0"
"Image3990","0"
"Image3991","1"
"Image3992","1"
"Image3993","1"
"Image3994","0"
"Image3995","0"
"Image3996","1"
"Image3997","0"
"Image3998","0"
"Image3999","1"
"Image4000","0"
"Image4001","0"
"Image4002","0"
"Image4003","0"
"Image4004","0"
"Image4005","0"
"Image4006","0"
"Image4007","0"
"Image4008","0"
"Image4009","0"
"Image4010","0"
"Image4011","0"
"Image4012","0"
"Image4013","0"
"Image4014","1"
"Image4015","0"
"Image4016","1"
"Image4017","1"
"Image4018","0"
"Image4019","0"
"Image4020","0"
"Image4021","0"
"Image4022","0"
"Image4023","1"
"Image4024","0"
"Image4025","0"
"Image4026","0"
"Image4027","0"
"Image4028","0"
"Image4029","0"
"Image4030","0"
"Image4031","0"
"Image4032","0"
"Image4033","0"
"Image4034","0"
"Image4035","0"
"Image4036","0"
"Image4037","1"
"Image4038","0"
"Image4039","0"
"Image4040","1"
"Image4041","0"
"Image4042","0"
"Image4043","0"
"Image4044","0"
"Image4045","1"
"Image4046","0"
"Image4047","0"
"Image4048","0"
"Image4049","0"
"Image4050","0"
"Image4051","1"
"Image4052","0"
"Image4053","0"
"Image4054","0"
"Image4055","1"
"Image4056","0"
"Image4057","0"
"Image4058","0"
"Image4059","0"
"Image4060","1"
"Image4061","0"
"Image4062","0"
"Image4063","0"
"Image4064","0"
"Image4065","0"
"Image4066","1"
"Image4067","1"
"Image4068","0"
"Image4069","0"
"Image4070","0"
"Image4071","0"
"Image4072","0"
"Image4073","0"
"Image4074","0"
"Image4075","0"
"Image4076","0"
"Image4077","0"
"Image4078","0"
"Image4079","0"
"Image4080","0"
"Image4081","0"
"Image4082","0"
"Image4083","0"
"Image4084","0"
"Image4085","0"
"Image4086","0"
"Image4087","0"
"Image4088","0"
"Image4089","0"
"Image4090","0"
"Image4091","0"
"Image4092","1"
"Image4093","0"
"Image4094","0"
"Image4095","0"
"Image4096","0"
"Image4097","0"
"Image4098","0"
"Image4099","0"
"Image4100","0"
"Image4101","1"
"Image4102","0"
"Image4103","0"
"Image4104","0"
"Image4105","0"
"Image4106","0"
"Image4107","0"
"Image4108","0"
"Image4109","0"
"Image4110","0"
"Image4111","0"
"Image4112","0"
"Image4113","0"
"Image4114","0"
"Image4115","1"
"Image4116","0"
"Image4117","0"
"Image4118","0"
"Image4119","1"
"Image4120","0"
"Image4121","0"
"Image4122","0"
"Image4123","0"
"Image4124","0"
"Image4125","0"
"Image4126","0"
"Image4127","0"
"Image4128","0"
"Image4129","0"
"Image4130","0"
"Image4131","0"
"Image4132","0"
"Image4133","0"
"Image4134","0"
"Image4135","1"
"Image4136","1"
"Image4137","0"
"Image4138","0"
"Image4139","0"
"Image4140","0"
"Image4141","0"
"Image4142","0"
"Image4143","0"
"Image4144","0"
"Image4145","0"
"Image4146","0"
"Image4147","0"
"Image4148","0"
"Image4149","1"
"Image4150","0"
"Image4151","0"
"Image4152","0"
"Image4153","0"
"Image4154","0"
"Image4155","0"
"Image4156","0"
"Image4157","1"
"Image4158","0"
"Image4159","0"
"Image4160","0"
"Image4161","0"
"Image4162","0"
"Image4163","0"
"Image4164","0"
"Image4165","1"
"Image4166","0"
"Image4167","1"
"Image4168","0"
"Image4169","0"
"Image4170","0"
"Image4171","1"
"Image4172","0"
"Image4173","1"
"Image4174","0"
"Image4175","0"
"Image4176","0"
"Image4177","0"
"Image4178","0"
"Image4179","0"
"Image4180","0"
"Image4181","0"
"Image4182","0"
"Image4183","0"
"Image4184","0"
"Image4185","0"
"Image4186","0"
"Image4187","0"
"Image4188","0"
"Image4189","0"
"Image4190","0"
"Image4191","0"
"Image4192","1"
"Image4193","0"
"Image4194","0"
"Image4195","1"
"Image4196","0"
"Image4197","0"
"Image4198","0"
"Image4199","1"
"Image4200","0"
"Image4201","0"
"Image4202","0"
"Image4203","0"
"Image4204","1"
"Image4205","0"
"Image4206","0"
"Image4207","0"
"Image4208","0"
"Image4209","1"
"Image4210","0"
"Image4211","0"
"Image4212","0"
"Image4213","0"
"Image4214","0"
"Image4215","0"
"Image4216","0"
"Image4217","0"
"Image4218","0"
"Image4219","0"
"Image4220","1"
"Image4221","1"
"Image4222","0"
"Image4223","0"
"Image4224","0"
"Image4225","0"
"Image4226","0"
"Image4227","0"
"Image4228","0"
"Image4229","0"
"Image4230","1"
"Image4231","0"
"Image4232","0"
"Image4233","0"
"Image4234","0"
"Image4235","0"
"Image4236","1"
"Image4237","0"
"Image4238","0"
"Image4239","1"
"Image4240","0"
"Image4241","0"
"Image4242","0"
"Image4243","0"
"Image4244","0"
"Image4245","0"
"Image4246","0"
"Image4247","0"
"Image4248","0"
"Image4249","0"
"Image4250","0"
"Image4251","0"
"Image4252","0"
"Image4253","1"
"Image4254","1"
"Image4255","1"
"Image4256","0"
"Image4257","0"
"Image4258","1"
"Image4259","1"
"Image4260","0"
"Image4261","1"
"Image4262","0"
"Image4263","0"
"Image4264","0"
"Image4265","1"
"Image4266","0"
"Image4267","1"
"Image4268","0"
"Image4269","0"
"Image4270","0"
"Image4271","0"
"Image4272","0"
"Image4273","0"
"Image4274","1"
"Image4275","0"
"Image4276","1"
"Image4277","0"
"Image4278","0"
"Image4279","0"
"Image4280","0"
"Image4281","0"
"Image4282","1"
"Image4283","1"
"Image4284","0"
"Image4285","0"
"Image4286","1"
"Image4287","0"
"Image4288","0"
"Image4289","0"
"Image4290","0"
"Image4291","0"
"Image4292","0"
"Image4293","0"
"Image4294","0"
"Image4295","0"
"Image4296","0"
"Image4297","1"
"Image4298","0"
"Image4299","0"
"Image4300","0"
"Image4301","0"
"Image4302","1"
"Image4303","0"
"Image4304","0"
"Image4305","1"
"Image4306","0"
"Image4307","0"
"Image4308","0"
"Image4309","0"
"Image4310","0"
"Image4311","1"
"Image4312","0"
"Image4313","1"
"Image4314","1"
"Image4315","0"
"Image4316","0"
"Image4317","0"
"Image4318","0"
"Image4319","0"
"Image4320","0"
"Image4321","0"
"Image4322","1"
"Image4323","0"
"Image4324","0"
"Image4325","0"
"Image4326","1"
"Image4327","0"
"Image4328","0"
"Image4329","0"
"Image4330","0"
"Image4331","0"
"Image4332","1"
"Image4333","0"
"Image4334","0"
"Image4335","0"
"Image4336","0"
"Image4337","0"
"Image4338","0"
"Image4339","0"
"Image4340","1"
"Image4341","0"
"Image4342","0"
"Image4343","0"
"Image4344","0"
"Image4345","0"
"Image4346","1"
"Image4347","0"
"Image4348","1"
"Image4349","1"
"Image4350","0"
"Image4351","0"
"Image4352","0"
"Image4353","0"
"Image4354","0"
"Image4355","0"
"Image4356","1"
"Image4357","0"
"Image4358","0"
"Image4359","0"
"Image4360","1"
"Image4361","0"
"Image4362","0"
"Image4363","0"
"Image4364","0"
"Image4365","1"
"Image4366","0"
"Image4367","0"
"Image4368","1"
"Image4369","0"
"Image4370","0"
"Image4371","0"
"Image4372","0"
"Image4373","0"
"Image4374","0"
"Image4375","0"
"Image4376","0"
"Image4377","0"
"Image4378","0"
"Image4379","0"
"Image4380","0"
"Image4381","0"
"Image4382","1"
"Image4383","1"
"Image4384","0"
"Image4385","0"
"Image4386","0"
"Image4387","0"
"Image4388","0"
"Image4389","0"
"Image4390","1"
"Image4391","0"
"Image4392","0"
"Image4393","1"
"Image4394","0"
"Image4395","0"
"Image4396","0"
"Image4397","0"
"Image4398","0"
"Image4399","0"
"Image4400","1"
"Image4401","0"
"Image4402","0"
"Image4403","0"
"Image4404","0"
"Image4405","1"
"Image4406","1"
"Image4407","0"
"Image4408","1"
"Image4409","0"
"Image4410","0"
"Image4411","0"
"Image4412","0"
"Image4413","0"
"Image4414","0"
"Image4415","0"
"Image4416","0"
"Image4417","0"
"Image4418","0"
"Image4419","1"
"Image4420","0"
"Image4421","0"
"Image4422","0"
"Image4423","1"
"Image4424","0"
"Image4425","0"
"Image4426","0"
"Image4427","0"
"Image4428","1"
"Image4429","0"
"Image4430","0"
"Image4431","1"
"Image4432","0"
"Image4433","0"
"Image4434","0"
"Image4435","0"
"Image4436","0"
"Image4437","0"
"Image4438","0"
"Image4439","0"
"Image4440","1"
"Image4441","1"
"Image4442","1"
"Image4443","1"
"Image4444","0"
"Image4445","0"
"Image4446","0"
"Image4447","1"
"Image4448","0"
"Image4449","0"
"Image4450","0"
"Image4451","0"
"Image4452","0"
"Image4453","0"
"Image4454","0"
"Image4455","0"
"Image4456","0"
"Image4457","0"
"Image4458","0"
"Image4459","1"
"Image4460","0"
"Image4461","1"
"Image4462","0"
"Image4463","1"
"Image4464","0"
"Image4465","0"
"Image4466","0"
"Image4467","0"
"Image4468","0"
"Image4469","0"
"Image4470","0"
"Image4471","0"
"Image4472","1"
"Image4473","0"
"Image4474","0"
"Image4475","0"
"Image4476","0"
"Image4477","1"
"Image4478","0"
"Image4479","0"
"Image4480","0"
"Image4481","0"
"Image4482","0"
"Image4483","0"
"Image4484","0"
"Image4485","0"
"Image4486","0"
"Image4487","0"
"Image4488","0"
"Image4489","0"
"Image4490","0"
"Image4491","0"
"Image4492","0"
"Image4493","1"
"Image4494","0"
"Image4495","0"
"Image4496","0"
"Image4497","0"
"Image4498","0"
"Image4499","0"
"Image4500","0"
"Image4501","0"
"Image4502","1"
"Image4503","0"
"Image4504","0"
"Image4505","1"
"Image4506","0"
"Image4507","0"
"Image4508","0"
"Image4509","0"
"Image4510","0"
"Image4511","0"
"Image4512","0"
"Image4513","0"
"Image4514","0"
"Image4515","0"
"Image4516","0"
"Image4517","0"
"Image4518","0"
"Image4519","1"
"Image4520","0"
"Image4521","0"
"Image4522","0"
"Image4523","1"
"Image4524","0"
"Image4525","0"
"Image4526","1"
"Image4527","0"
"Image4528","0"
"Image4529","0"
"Image4530","0"
"Image4531","0"
"Image4532","0"
"Image4533","0"
"Image4534","0"
"Image4535","0"
"Image4536","0"
"Image4537","0"
"Image4538","0"
"Image4539","0"
"Image4540","0"
"Image4541","0"
"Image4542","0"
"Image4543","0"
"Image4544","0"
"Image4545","0"
"Image4546","0"
"Image4547","0"
"Image4548","1"
"Image4549","1"
"Image4550","0"
"Image4551","0"
"Image4552","0"
"Image4553","0"
"Image4554","0"
"Image4555","0"
"Image4556","0"
"Image4557","0"
"Image4558","0"
"Image4559","0"
"Image4560","0"
"Image4561","0"
"Image4562","0"
"Image4563","0"
"Image4564","1"
"Image4565","0"
"Image4566","0"
"Image4567","0"
"Image4568","1"
"Image4569","0"
"Image4570","0"
"Image4571","0"
"Image4572","0"
"Image4573","0"
"Image4574","1"
"Image4575","0"
"Image4576","0"
"Image4577","0"
"Image4578","0"
"Image4579","1"
"Image4580","0"
"Image4581","1"
"Image4582","1"
"Image4583","0"
"Image4584","0"
"Image4585","0"
"Image4586","0"
"Image4587","0"
"Image4588","0"
"Image4589","0"
"Image4590","0"
"Image4591","0"
"Image4592","0"
"Image4593","0"
"Image4594","0"
"Image4595","0"
"Image4596","0"
"Image4597","0"
"Image4598","0"
"Image4599","0"
"Image4600","0"
"Image4601","0"
"Image4602","0"
"Image4603","0"
"Image4604","1"
"Image4605","1"
"Image4606","0"
"Image4607","0"
"Image4608","1"
"Image4609","1"
"Image4610","0"
"Image4611","0"
"Image4612","0"
"Image4613","1"
"Image4614","0"
"Image4615","0"
"Image4616","0"
"Image4617","0"
"Image4618","0"
"Image4619","0"
"Image4620","0"
"Image4621","0"
"Image4622","0"
"Image4623","0"
"Image4624","0"
"Image4625","0"
"Image4626","0"
"Image4627","0"
"Image4628","0"
"Image4629","0"
"Image4630","0"
"Image4631","0"
"Image4632","1"
"Image4633","0"
"Image4634","0"
"Image4635","0"
"Image4636","0"
"Image4637","0"
"Image4638","0"
"Image4639","0"
"Image4640","0"
"Image4641","0"
"Image4642","1"
"Image4643","0"
"Image4644","0"
"Image4645","1"
"Image4646","0"
"Image4647","0"
"Image4648","0"
"Image4649","0"
"Image4650","0"
"Image4651","0"
"Image4652","0"
"Image4653","1"
"Image4654","0"
"Image4655","0"
"Image4656","0"
"Image4657","1"
"Image4658","0"
"Image4659","0"
"Image4660","0"
"Image4661","0"
"Image4662","1"
"Image4663","0"
"Image4664","0"
"Image4665","0"
"Image4666","1"
"Image4667","0"
"Image4668","0"
"Image4669","0"
"Image4670","0"
"Image4671","1"
"Image4672","0"
"Image4673","1"
"Image4674","0"
"Image4675","0"
"Image4676","0"
"Image4677","0"
"Image4678","0"
"Image4679","0"
"Image4680","0"
"Image4681","1"
"Image4682","1"
"Image4683","0"
"Image4684","0"
"Image4685","0"
"Image4686","0"
"Image4687","0"
"Image4688","1"
"Image4689","0"
"Image4690","0"
"Image4691","0"
"Image4692","0"
"Image4693","0"
"Image4694","0"
"Image4695","0"
"Image4696","0"
"Image4697","0"
"Image4698","0"
"Image4699","0"
"Image4700","0"
"Image4701","1"
"Image4702","0"
"Image4703","1"
"Image4704","0"
"Image4705","0"
"Image4706","0"
"Image4707","0"
"Image4708","0"
"Image4709","0"
"Image4710","0"
"Image4711","1"
"Image4712","0"
"Image4713","0"
"Image4714","0"
"Image4715","0"
"Image4716","0"
"Image4717","1"
"Image4718","0"
"Image4719","0"
"Image4720","0"
"Image4721","0"
"Image4722","0"
"Image4723","0"
"Image4724","0"
"Image4725","0"
"Image4726","1"
"Image4727","0"
"Image4728","0"
"Image4729","1"
"Image4730","0"
"Image4731","0"
"Image4732","0"
"Image4733","1"
"Image4734","0"
"Image4735","0"
"Image4736","0"
"Image4737","0"
"Image4738","0"
"Image4739","0"
"Image4740","0"
"Image4741","0"
"Image4742","0"
"Image4743","0"
"Image4744","1"
"Image4745","0"
"Image4746","0"
"Image4747","1"
"Image4748","0"
"Image4749","0"
"Image4750","1"
"Image4751","1"
"Image4752","0"
"Image4753","0"
"Image4754","0"
"Image4755","0"
"Image4756","0"
"Image4757","0"
"Image4758","0"
"Image4759","1"
"Image4760","0"
"Image4761","0"
"Image4762","0"
"Image4763","1"
"Image4764","0"
"Image4765","0"
"Image4766","0"
"Image4767","0"
"Image4768","0"
"Image4769","0"
