"Imagename","att1","att2","att3","att4","att5","att6","att7","att8","att9","att10","att11","att12","att13","att14","att15","att16","att17","att18","att19","att20","att21","att22","att23","att24","att25","att26","att27","att28","att29","att30","att31","att32","att33","att34","att35","att36","att37","att38","att39","att40","att41","att42","att43","att44","att45","att46","att47","att48","att49","att50","att51","att52","att53","att54","att55","att56","att57","att58","att59","att60","att61","att62","att63","att64","att65","att66","att67","att68","att69","att70","att71","att72","att73","att74","att75","att76","att77","att78","att79","att80","att81","att82","att83","att84","att85","att86","att87","att88","att89","att90","att91","att92","att93","att94","att95","att96","att97","att98","att99","att100"
"Image4972","1","1","1","1","1","0","0","1","0","0","1","0","0","1","1","1","1","0","0","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","0","1","0","1","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","0","1","1","1","1","0","0","1","1","1","0","0","1","0","0","1","1","1","1","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0"
"Image4973","0","0","1","1","1","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","0","1","1","0","0","1","1","0","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0"
"Image4974","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","1","1","1","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","1","0","0","1","1","1","1","0","1","0","1","0","0","1"
"Image4975","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","1","1","1","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","1","0","1","1","0","1","1","0","1","0","1","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","1","0","1","1","1","1","0","0","0","1","1"
"Image4976","1","0","0","0","1","1","0","1","1","1","0","1","0","0","0","0","1","0","0","1","1","1","1","0","1","1","0","0","1","0","0","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","1"
"Image4977","0","1","1","1","0","1","0","1","0","1","0","1","1","1","0","1","1","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","0","0","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","1","1","1","1","1","1","0","1","0","1","1","0","1","0","0","1","1","0"
"Image4978","0","1","0","1","0","1","1","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","0","1","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","1","0","0","0","1"
"Image4979","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","1","0","0","1","1","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","0","1","0","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","1","1","1","0"
"Image4980","0","1","0","1","0","1","1","0","1","0","1","0","1","0","1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","1","0","0"
"Image4981","1","0","0","0","1","0","0","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","1","1","0","1","0","1","1","1","1","1","0","1","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1","0","0","0"
"Image4982","1","0","1","0","0","0","1","1","1","0","1","0","1","1","0","0","1","0","1","0","0","1","1","1","0","0","1","0","1","0","1","1","0","1","1","0","0","1","1","0","0","1","0","1","0","0","0","1","1","0","1","1","1","1","1","0","1","1","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","1","1","0","0"
"Image4983","1","1","0","0","1","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","1","0","0","0","1","0","1","1","1","1","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0"
"Image4984","1","0","0","0","1","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0","1","1","1","1","0","0","0","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","0","0","1","1","1","1","0","0","0","1","0","0","1","1","1","0","0","1","0","0","1","0"
"Image4985","0","1","1","1","1","0","0","1","0","1","0","0","1","0","1","1","0","1","1","1","0","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","0","1","1","1","1","0","0","1","1","0","0","1","1","1","1","0","0","1","0","1","1","0","1","0","1","0","0","1","1","0","0","0","0","1","1","1","0","0","1","0","1","1","0","1","1","1","0","0","0","1","1","1","1","1","0","0","1","1","1","0","1","1","0"
"Image4986","1","0","1","0","0","1","0","1","0","1","1","1","0","1","1","1","0","1","0","0","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","0","1","0","1","1","0","1","1","0","1","0","0","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","0","0","0","1","1","1","1","0","1","0","0","1","0","0","1","1","1","1","0","1","1","1","1","0","0","1","1","0"
"Image4987","0","1","1","1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","1","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0","1"
"Image4988","0","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","1","1","1","1","0","0","1","0","1","1","1","1","0","1","1","0","1","0","1","1","1","0","0","1","1","1","0","1","1","1","1","0","1","0","1","1","0"
"Image4989","0","0","0","1","1","0","0","1","0","1","1","0","1","1","1","0","0","1","0","0","1","1","1","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","0","0","0","1","0","1","1","1","0","1","0","1","0","1","1","0","0","0","1","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1"
"Image4990","1","0","1","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","0","0","1","1","0","1","0","1","0","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","0","1","1","1","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0"
"Image4991","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","0","1","0","0","0","1","1","1","0","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1","1","0","1","0","0","0","1","1","0"
"Image4992","0","0","1","1","1","0","0","0","1","1","1","1","0","1","0","1","1","0","1","1","0","1","0","1","1","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","1","0","0","0","0","1"
"Image4993","0","0","1","1","0","1","0","1","1","1","1","0","1","1","1","0","1","0","1","0","1","0","1","1","0","0","1","1","0","1","0","1","0","1","1","0","0","1","1","0","0","1","1","1","0","0","0","1","1","1","1","1","1","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","0","1","1","1","0","0","1","0","1"
"Image4994","1","0","0","0","0","0","1","1","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","0","1","0","1","0","1","0","1","0","1","1","1","1","0","1","1","1","1","1","0","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0","1","1","1"
"Image4995","0","1","1","0","1","1","1","1","0","1","1","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","1","0","1","0","0","0","0","1","0","1","0","1","0","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","0","0","1","1","0"
"Image4996","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","1","1","0","1","1","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","1","0","1","0","0"
"Image4997","0","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","1","0","1","1","1","1","0","0","1","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","0","1","0","1","1","0","0","1","0","1","0","1","1","0","1","0","1","1","1","0","1","0","0","0","1","0","0","0","0","1"
"Image4998","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","0","0","1","1","1","0","1","1","1","1","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1"
"Image4999","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","0","0","0","1","1","1","1","0","0","1","0","1","1","0","1","1","1","0","1","1","1","0","1","1","0","1","1","0","0","1","0","1","1","0","1","1","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","1","1","0","0","0","1","1","1","0","0","1","0","0"
"Image5000","0","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","1","1","0","1","1","0","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","0","1","1","1","0","0","1","0","0","1","1","1","1","1","0","0","0","0","1","0","1","1","1","0","1","1","0","0","0","1","1","0","1","0","0","1","0","1","1","0","1","1","1","0","0","0","1","0","0","1","0","0","1","1","1","1","1","0"
"Image5001","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","1","1","0","1","0","1","1","0","1","0","0","0","1","1","1","1","0","1","0","0"
"Image5002","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","0","1","1","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","1","0","1","1","1","0","0","1","1","0","0","1","1","0","1","1","0","1","1","1","0","0","0","0","0","0"
"Image5003","0","1","1","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","0","1","0","1","1","0","1","1","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","1","0","1","0","0","1","1","0","1","1","0","0","0","1","1","1","1","0","1","0","1","1","1"
"Image5004","1","1","0","1","0","1","0","1","1","1","1","0","0","0","0","0","1","1","0","1","1","0","1","1","1","1","0","0","1","1","0","1","1","0","1","0","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","0","1","1","0","1","0","1","1","0","0","0","1","0","0","0","1","1","1"
"Image5005","0","1","1","0","1","0","0","0","1","1","1","0","0","1","1","1","1","0","0","1","1","0","1","0","1","1","1","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1","0","0","0"
"Image5006","1","0","1","0","0","0","1","1","0","0","1","0","0","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","0","1","0","0","1","1","0","0","1","0","0","1","0","1","1","0","0","0","0","0","1","1","0","1","0","1","0","1","0"
"Image5007","1","0","1","1","1","0","0","0","1","0","1","1","0","1","0","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","0","1","1","0","0","1","1","0","1","1","0","1","0","1","0","1","0","0","1","0","1","1","0","0","1","0","0","0","1","1","1","1","0","1","0","0"
"Image5008","1","0","1","0","1","0","0","1","1","1","1","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","1","0","1","0","1","0","1","1","1","1","1","1","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","0","1","0","1","1","1","0","1","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1","0","1","1","1","1","0","0","1","1","1","0"
"Image5009","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","1","1","1","1","1","0","0","0","1","1","0","1","1","0","1","0","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","1","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","1","0"
"Image5010","1","0","0","1","0","0","1","1","0","1","1","0","0","1","0","0","1","1","0","0","1","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","0","0","0","1","0","0","0","1","1","0","0","1","0","0","1","1","1","0","0","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","0","1","1","1","1","1","0","1","1","0","1","1","0","1","1","0","0","0","0","1","0","0"
"Image5011","1","1","1","0","1","1","0","1","1","1","1","1","1","0","0","1","1","0","1","0","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","1","0","0","1","0","1","1","0","0","1","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","1","0","1","1","0","1","0","1","1","1","0","0","0","0","1","1","1","1","0","1","1","0","0","1","1","0"
"Image5012","0","1","1","1","0","0","0","1","0","1","1","0","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","1","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","0","1","0","0","0","1","1","0","1","0","1","0","0","1","1","1","0","0","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1"
"Image5013","1","1","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","1","0","0","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","0","1","1","0","1","1","1","1","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","1","0","1","0","0","1","0","0"
"Image5014","1","1","0","1","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","1","1","1","1","0","1","0","1","1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","0","1","1","0","1","0","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1","0","0","0","1","0","1","1","1","1","0","0","1","1","0"
"Image5015","0","1","1","1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","0","1","1","0","0","1","1","0","0","1","1","0","1","1","1","1","0","1","0","0","1","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","1","1"
"Image5016","0","1","1","1","0","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","0","1","0","1","0","1","0","1","1","0","0","0","0","1","1","0","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","0","1","0","0","1","0","0","1","1","1","1","0","1","1","0","1","0","1","1","1","1","0","1","0","1","1","0"
"Image5017","0","0","0","1","0","0","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","1","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","1","1","0","1","0","1","0","1","0","1","1","0","0","0","1"
"Image5018","1","1","1","0","1","0","0","1","0","1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","1","1","0","1","1","1","0","1","1","0","0","0","1","0","1","1","0","0","0","1","1","0","1","0","1","0","1","1","0","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"Image5019","1","0","0","1","0","0","1","0","0","1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","1","0","1","0","1","0","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","1","1","0","0","1","0","1","1","0","1","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","1","1","0","0"
"Image5020","1","1","1","0","0","0","1","0","1","0","1","1","0","1","1","0","0","0","1","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","0","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","1","1","1","1","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","0","0"
"Image5021","0","1","0","0","0","0","1","0","1","1","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","0","1","1","0","1","0","1","1","0","0","1","0","0","1","0","1","0","0","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","0","1","1","0","1","0","1","1","1","0","0","0","1"
"Image5022","1","0","1","1","1","1","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0","1","0","1","0","1","0","0","1","1","1","0","1","1","1","1","1","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","1","0","1","1","1","0","1","1","0","0","0","1","1","0","1","1","0","1","0","1","1","0","1","0","1","1"
"Image5023","0","0","0","1","1","0","1","0","0","0","1","1","0","1","1","0","1","1","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","1","0","0","1","1","0","1","0","1","0","0","0","1","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1","0","1","1","1","1","1","0","1","0","0","1","1","1","0","0","0","0","1","0","1","0","0","1","1","1","0","0","1","1","0","1"
"Image5024","1","1","1","1","0","1","0","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","1","1","0","0","1","0","0","1","1","0","1","1","1","0","1","1","0","1","0","1","0","1","1","1","0","0","1","0","1","0","1","1","1","1","0","0","0","1","1","1","1","0","0","0","1"
"Image5025","1","0","0","1","0","1","1","1","0","0","1","0","1","1","1","0","1","1","1","1","1","0","0","1","1","1","1","0","1","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","1","1","1","0","1","1","1","0","1","0","0","0","0","1","0","0","1","0","0","1","1","1","0","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","1","0","1","1"
"Image5026","1","0","0","0","0","1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","1","1","0","1","1","0","0","1","1","1","0","0","0","0","1","1","1","0","1","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","0","1","0","1","1","0","0","1","1","0"
"Image5027","0","0","0","0","1","0","1","0","1","1","1","0","1","1","1","0","1","1","0","1","1","1","0","1","1","1","0","0","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1","0","0","0","0","0","1","0","1","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","1","0","0","1","1","1","0","0"
"Image5028","1","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","0","0","1","1","0","1","0","0","1","1","1","0","0","0","1","1","0","0","1","1","1","1","0","1","1","1","0","0","0","0","0","1","1","0","0","1","1","1","0","1","0","1","0","1","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0"
"Image5029","1","0","0","1","1","1","1","1","1","1","1","0","1","0","0","1","0","1","1","1","0","0","1","0","1","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","0","1","0","1","1","0","0","1","0","1","1","1","1","0","1","1","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0"
"Image5030","0","0","1","1","1","0","1","1","0","1","0","0","0","1","1","1","0","1","0","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","0","0","1","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","1","1"
"Image5031","0","0","0","0","0","1","1","1","0","0","1","1","1","1","1","1","0","1","0","1","0","1","1","0","1","0","1","0","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1"
"Image5032","1","1","1","0","1","0","0","1","1","0","1","1","1","0","1","0","1","1","0","0","0","1","0","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","1","1","1","0","1","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1","0","1"
"Image5033","1","0","1","1","1","1","1","1","0","1","0","1","0","0","0","0","1","1","0","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","1","0","0","1","1","0","1","1","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0"
"Image5034","0","0","1","1","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","1","1","0","0","1","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","1","0","1","0","1","0","1","1","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1","0","1","0","1","0","1","0","0","0","1","1"
"Image5035","0","1","1","0","1","1","0","0","1","0","1","1","1","0","1","0","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","1"
"Image5036","1","0","1","0","0","1","0","0","0","1","1","1","1","1","1","1","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","1","0","1","0","1"
"Image5037","0","1","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","1","1","0","1","0","1","0","0","1","1","0","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","1","1","1","1","0","1","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","1"
